title,genre,year
Formula 51,Action,2001
15 Minutes,Action,2001
Iris,Biography,2001
Nowhere in Africa,Biography,2001
Crazy/Beautiful,Drama,2001
Angel Eyes,Drama,2001
No Man's Land,Comedy,2001
Kabhi Khushi Kabhie Gham...,Drama,2001
Buffalo Soldiers,Comedy,2001
The Anniversary Party,Comedy,2001
Blow Dry,Comedy,2001
The Musketeer,Action,2001
O,Drama,2001
Birthday Girl,Comedy,2001
Human Nature,Comedy,2001
Made,Comedy,2001
One Night at McCool's,Comedy,2001
Dr. Dolittle 2,Comedy,2001
Trouble Every Day,Drama,2001
Max Keeble's Big Move,Comedy,2001
The Center of the World,Drama,2001
Wasabi,Action,2001
Soul Survivors,Horror,2001
Black Knight,Adventure,2001
The Shipping News,Drama,2001
The Deep End,Crime,2001
The Son's Room,Drama,2001
Kissing Jessica Stein,Comedy,2001
Antitrust,Action,2001
Just Visiting,Adventure,2001
Knockaround Guys,Crime,2001
Monsoon Wedding,Comedy,2001
Lantana,Drama,2001
L.I.E.,Crime,2001
The Wash,Comedy,2001
Bones,Crime,2001
Say It Isn't So,Comedy,2001
Texas Rangers,Action,2001
What's the Worst That Could Happen?,Comedy,2001
Head Over Heels,Comedy,2001
Glitter,Drama,2001
Down to Earth,Comedy,2001
Tape,Drama,2001
See Spot Run,Action,2001
Two Can Play That Game,Comedy,2001
Impostor,Drama,2001
Storytelling,Comedy,2001
Metropolis,Animation,2001
"Scotland, Pa.",Comedy,2001
Tortilla Soup,Comedy,2001
The Affair of the Necklace,Drama,2001
Lovely & Amazing,Comedy,2001
La Ciénaga,Comedy,2001
Corky Romano,Comedy,2001
Read My Lips,Crime,2001
Recess: School's Out,Animation,2001
The Other Side of Heaven,Adventure,2001
The Grey Zone,Drama,2001
Novocaine,Comedy,2001
Charlotte Gray,Drama,2001
The Curse of the Jade Scorpion,Comedy,2001
Spider-Man,Action,2002
The Sum of All Fears,Action,2002
8 Mile,Drama,2002
The Pianist,Biography,2002
Harry Potter and the Chamber of Secrets,Adventure,2002
The Lord of the Rings: The Two Towers,Action,2002
Road to Perdition,Crime,2002
Resident Evil,Action,2002
Catch Me If You Can,Biography,2002
28 Days Later...,Drama,2002
City of God,Crime,2002
Irreversible,Crime,2002
The Ring,Horror,2002
Signs,Drama,2002
The Bourne Identity,Action,2002
Star Wars: Episode II - Attack of the Clones,Action,2002
Secretary,Comedy,2002
Scooby-Doo,Adventure,2002
Reign of Fire,Action,2002
Minority Report,Action,2002
Austin Powers in Goldmember,Action,2002
Red Dragon,Crime,2002
Gangs of New York,Crime,2002
The Importance of Being Earnest,Comedy,2002
Sweet Home Alabama,Comedy,2002
The Count of Monte Cristo,Action,2002
The Hot Chick,Comedy,2002
Adaptation.,Comedy,2002
Unfaithful,Drama,2002
Ice Age,Animation,2002
Panic Room,Crime,2002
Insomnia,Drama,2002
Men in Black II,Action,2002
Lilo & Stitch,Animation,2002
Chicago,Comedy,2002
A Walk to Remember,Drama,2002
Treasure Planet,Animation,2002
My Big Fat Greek Wedding,Comedy,2002
We Were Soldiers,Action,2002
The Sweetest Thing,Comedy,2002
xXx,Action,2002
Equilibrium,Action,2002
The Scorpion King,Action,2002
Punch-Drunk Love,Comedy,2002
Die Another Day,Action,2002
The Time Machine,Action,2002
Bend It Like Beckham,Comedy,2002
The Transporter,Action,2002
Blue Crush,Drama,2002
Ghost Ship,Horror,2002
Van Wilder,Comedy,2002
Maid in Manhattan,Comedy,2002
Spirit: Stallion of the Cimarron,Animation,2002
Blade II,Action,2002
Frida,Biography,2002
Phone Booth,Crime,2002
About a Boy,Comedy,2002
Confessions of a Dangerous Mind,Biography,2002
Kung Pow: Enter the Fist,Action,2002
Hero,Action,2002
Star Trek: Nemesis,Action,2002
Eight Legged Freaks,Action,2002
Queen of the Damned,Drama,2002
Femme Fatale,Crime,2002
The Hours,Drama,2002
40 Days and 40 Nights,Comedy,2002
One Hour Photo,Drama,2002
Cabin Fever,Horror,2002
Secret Things,Comedy,2002
The New Guy,Comedy,2002
Orange County,Comedy,2002
Mr. Deeds,Comedy,2002
Devdas,Drama,2002
John Q,Crime,2002
Crossroads,Comedy,2002
25th Hour,Drama,2002
Infernal Affairs,Action,2002
Solaris,Drama,2002
Like Mike,Comedy,2002
The Rules of Attraction,Comedy,2002
I Spy,Action,2002
The Mothman Prophecies,Drama,2002
Antwone Fisher,Biography,2002
The Good Girl,Drama,2002
Spun,Comedy,2002
Sympathy for Mr. Vengeance,Crime,2002
Enough,Crime,2002
High Crimes,Crime,2002
Two Weeks Notice,Comedy,2002
Death to Smoochy,Comedy,2002
The Four Feathers,Action,2002
Better Luck Tomorrow,Crime,2002
Big Fat Liar,Adventure,2002
About Schmidt,Comedy,2002
The Master of Disguise,Adventure,2002
Drumline,Comedy,2002
Halloween: Resurrection,Horror,2002
Windtalkers,Action,2002
Friday After Next,Comedy,2002
Eye See You,Crime,2002
Undercover Brother,Action,2002
Spy Kids 2: Island of Lost Dreams,Action,2002
Tuck Everlasting,Drama,2002
The Rookie,Drama,2002
Murder by Numbers,Crime,2002
Hart's War,Drama,2002
Asterix & Obelix: Mission Cleopatra,Adventure,2002
Swept Away,Comedy,2002
May,Comedy,2002
Dragonfly,Drama,2002
Juwanna Mann,Comedy,2002
Divine Secrets of the Ya-Ya Sisterhood,Drama,2002
Dirty Pretty Things,Crime,2002
Paid in Full,Action,2002
The Tuxedo,Action,2002
Swimfan,Drama,2002
Talk to Her,Drama,2002
Lilya 4-Ever,Crime,2002
Serving Sara,Comedy,2002
K-19: The Widowmaker,Drama,2002
Stuart Little 2,Animation,2002
Igby Goes Down,Comedy,2002
24 Hour Party People,Biography,2002
Rollerball,Action,2002
Changing Lanes,Drama,2002
White Oleander,Drama,2002
Below,Action,2002
Big Trouble,Comedy,2002
Far from Heaven,Drama,2002
Bubba Ho-Tep,Comedy,2002
S1m0ne,Comedy,2002
Auto Focus,Biography,2002
Blood Work,Action,2002
Collateral Damage,Action,2002
Undisputed,Action,2002
The Salton Sea,Crime,2002
Ju-on: The Grudge,Horror,2002
Barbershop,Comedy,2002
Whale Rider,Drama,2002
Rabbit-Proof Fence,Adventure,2002
Trapped,Action,2002
Narc,Crime,2002
In America,Drama,2002
Dark Blue,Crime,2002
Dahmer,Biography,2002
Boat Trip,Comedy,2002
The Magdalene Sisters,Drama,2002
Nicholas Nickleby,Adventure,2002
Bad Company,Action,2002
8 Women,Comedy,2002
Spider,Drama,2002
Snow Dogs,Adventure,2002
The Quiet American,Drama,2002
The Santa Clause 2,Comedy,2002
Laurel Canyon,Drama,2002
Slackers,Comedy,2002
Sorority Boys,Comedy,2002
The Country Bears,Comedy,2002
All About the Benjamins,Action,2002
Abandon,Drama,2002
Gerry,Adventure,2002
The Spanish Apartment,Comedy,2002
Clockstoppers,Action,2002
Pumpkin,Comedy,2002
Peter Pan 2: Return to Never Land,Animation,2002
Russian Ark,Drama,2002
Poolhall Junkies,Comedy,2002
Feardotcom,Crime,2002
Morvern Callar,Drama,2002
No Good Deed,Crime,2002
Darkness,Horror,2002
Analyze That,Comedy,2002
The Banger Sisters,Comedy,2002
Demonlover,Drama,2002
The Wild Thornberrys,Animation,2002
The Adventures of Pluto Nash,Action,2002
Bloody Sunday,Drama,2002
Eight Crazy Nights,Animation,2002
Full Frontal,Comedy,2002
Moonlight Mile,Drama,2002
Half Past Dead,Action,2002
Life or Something Like It,Comedy,2002
Showtime,Action,2002
Open Hearts,Drama,2002
Ted Bundy,Biography,2002
Sex Is Comedy,Comedy,2002
Ballistic: Ecks vs. Sever,Action,2002
Brown Sugar,Comedy,2002
Deuces Wild,Action,2002
Pinocchio,Comedy,2002
The Emperor's Club,Drama,2002
All or Nothing,Drama,2002
Sweet Sixteen,Crime,2002
Real Women Have Curves,Comedy,2002
The Crocodile Hunter: Collision Course,Action,2002
Possession,Drama,2002
City by the Sea,Crime,2002
Heaven,Crime,2002
XX/XY,Drama,2002
Sonny,Crime,2002
Kill Bill: Vol. 1,Action,2003
Pirates of the Caribbean: the Curse of the Black Pearl,Action,2003
The Lord of the Rings: The Return of the King,Action,2003
Old School,Comedy,2003
Mystic River,Crime,2003
Love Actually,Comedy,2003
The Life of David Gale,Crime,2003
2 Fast 2 Furious,Action,2003
Underworld,Action,2003
Oldboy,Action,2003
Lost in Translation,Comedy,2003
Looney Tunes: Back in Action,Animation,2003
Big Fish,Adventure,2003
The Matrix Reloaded,Action,2003
The Dreamers,Drama,2003
Memories of Murder,Crime,2003
Finding Nemo,Animation,2003
Hulk,Action,2003
School of Rock,Comedy,2003
Thirteen,Drama,2003
Wrong Turn,Horror,2003
The Italian Job,Action,2003
Terminator 3: Rise of the Machines,Action,2003
Peter Pan,Adventure,2003
Monster,Biography,2003
The Matrix Revolutions,Action,2003
Daredevil,Action,2003
Master and Commander: the Far Side of the World,Action,2003
The Missing,Adventure,2003
The Room,Drama,2003
The Texas Chainsaw Massacre,Crime,2003
S.W.A.T.,Action,2003
The Last Samurai,Action,2003
Holes,Adventure,2003
Timeline,Action,2003
X2: X-Men United,Action,2003
The Rundown,Action,2003
House of 1000 Corpses,Horror,2003
Identity,Mystery,2003
Once Upon a Time in Mexico,Action,2003
Swimming Pool,Crime,2003
Cold Mountain,Adventure,2003
Cheaper by the Dozen,Comedy,2003
In the Cut,Mystery,2003
Secondhand Lions,Comedy,2003
Scary Movie 3,Comedy,2003
How to Lose a Guy in 10 Days,Comedy,2003
The League of Extraordinary Gentlemen,Action,2003
What a Girl Wants,Comedy,2003
Bad Boys II,Action,2003
Open Range,Action,2003
Mona Lisa Smile,Drama,2003
Freddy vs. Jason,Action,2003
Bruce Almighty,Comedy,2003
Dogville,Crime,2003
Elf,Adventure,2003
Freaky Friday,Comedy,2003
Charlie's Angels: Full Throttle,Action,2003
Legally Blonde 2,Comedy,2003
Dickie Roberts: Former Child Star,Comedy,2003
Anger Management,Comedy,2003
Open Water,Adventure,2003
Something's Gotta Give,Comedy,2003
Girl with a Pearl Earring,Biography,2003
The Cat in the Hat,Adventure,2003
Brother Bear,Animation,2003
The Brown Bunny,Drama,2003
Tears of the Sun,Action,2003
Final Destination 2,Horror,2003
21 Grams,Crime,2003
Intolerable Cruelty,Comedy,2003
Johnny English,Action,2003
The Hunted,Action,2003
Matchstick Men,Comedy,2003
Under the Tuscan Sun,Comedy,2003
Seabiscuit,Drama,2003
American Wedding,Comedy,2003
Just Married,Comedy,2003
High Tension,Horror,2003
Lara Croft Tomb Raider: The Cradle of Life,Action,2003
Elephant,Crime,2003
Darkness Falls,Fantasy,2003
Spy Kids 3-D: Game Over,Action,2003
Gigli,Comedy,2003
Out of Time,Crime,2003
The Core,Action,2003
Dumb and Dumberer: When Harry Met Lloyd,Comedy,2003
Runaway Jury,Crime,2003
Jeepers Creepers 2,Horror,2003
Shanghai Knights,Action,2003
Dreamcatcher,Drama,2003
"Spring, Summer, Fall, Winter... and Spring",Drama,2003
Daddy Day Care,Comedy,2003
Paycheck,Action,2003
Duplex,Comedy,2003
Honey,Drama,2003
Wonderland,Crime,2003
The Haunted Mansion,Comedy,2003
Sinbad: Legend of the Seven Seas,Animation,2003
House of the Dead,Action,2003
Gods and Generals,Biography,2003
House of Sand and Fog,Crime,2003
A Man Apart,Action,2003
The Station Agent,Comedy,2003
Good Bye Lenin!,Comedy,2003
Basic,Action,2003
The Human Stain,Drama,2003
Grind,Adventure,2003
Gothika,Horror,2003
Agent Cody Banks,Action,2003
Ong-Bak: The Thai Warrior,Action,2003
Bad Santa,Comedy,2003
Shattered Glass,Drama,2003
The Lizzie McGuire Movie,Adventure,2003
The Cooler,Drama,2003
Cradle 2 the Grave,Action,2003
Uptown Girls,Comedy,2003
A Mighty Wind,Comedy,2003
Cold Creek Manor,Drama,2003
Calendar Girls,Comedy,2003
Kal Ho Naa Ho,Comedy,2003
View from the Top,Comedy,2003
Malibu's Most Wanted,Comedy,2003
Kangaroo Jack,Action,2003
The Return,Drama,2003
Radio,Biography,2003
The Recruit,Action,2003
Coffee and Cigarettes,Comedy,2003
Young Adam,Crime,2003
Hollywood Homicide,Action,2003
Evil,Drama,2003
National Security,Action,2003
The Triplets of Belleville,Animation,2003
Untold Scandal,Drama,2003
Twentynine Palms,Drama,2003
Stuck on You,Comedy,2003
Ned Kelly,Action,2003
Tokyo Godfathers,Animation,2003
Dorm Daze,Comedy,2003
The Blind Swordsman: Zatoichi,Action,2003
Bright Young Things,Comedy,2003
Love Me If You Dare,Comedy,2003
Bulletproof Monk,Action,2003
Down with Love,Comedy,2003
Biker Boyz,Action,2003
The Green Butchers,Comedy,2003
The Medallion,Action,2003
American Splendor,Biography,2003
The Shape of Things,Comedy,2003
Party Monster,Biography,2003
Bringing Down the House,Comedy,2003
Willard,Drama,2003
Love Don't Cost a Thing,Comedy,2003
The Best of Youth,Drama,2003
The in-Laws,Action,2003
Confidence,Crime,2003
Latter Days,Comedy,2003
Beyond Borders,Adventure,2003
It Runs in the Family,Comedy,2003
Chasing Papi,Comedy,2003
The Fighting Temptations,Comedy,2003
Anything Else,Comedy,2003
I Capture the Castle,Drama,2003
Camp,Comedy,2003
The Jungle Book 2,Animation,2003
My Boss's Daughter,Comedy,2003
A Guy Thing,Comedy,2003
Intermission,Comedy,2003
All the Real Girls,Drama,2003
From Justin to Kelly,Comedy,2003
Owning Mahowny,Crime,2003
Head of State,Comedy,2003
The Singing Detective,Comedy,2003
Pieces of April,Comedy,2003
Code 46,Drama,2003
Time of the Wolf,Drama,2003
Barely Legal,Comedy,2003
Nathalie...,Drama,2003
The Order,Horror,2003
Gozu,Crime,2003
Veronica Guerin,Biography,2003
Shade,Crime,2003
The Mother,Drama,2003
Sylvia,Biography,2003
Rugrats Go Wild,Animation,2003
The Divorce,Comedy,2003
Luther,Biography,2003
Pride and Prejudice,Comedy,2003
Saints and Soldiers,Action,2003
Carandiru,Drama,2003
Taxi 3,Action,2003
My Life Without Me,Drama,2003
The Company,Drama,2003
The Barbarian Invasions,Comedy,2003
Good Boy,Comedy,2003
The United States of Leland,Drama,2003
How to Deal,Comedy,2003
It's All About Love,Drama,2003
Masked and Anonymous,Comedy,2003
Control,Comedy,2003
The Girl Next Door,Comedy,2004
EuroTrip,Comedy,2004
Dodgeball: A True Underdog Story,Comedy,2004
White Chicks,Comedy,2004
Mean Girls,Comedy,2004
Harry Potter and the Prisoner of Azkaban,Adventure,2004
Troy,Drama,2004
Eternal Sunshine of the Spotless Mind,Drama,2004
Kill Bill: Vol. 2,Action,2004
The Notebook,Drama,2004
The Terminal,Comedy,2004
Van Helsing,Action,2004
The Incredibles,Animation,2004
Saw,Horror,2004
Collateral,Crime,2004
The Aviator,Biography,2004
Spider-Man 2,Action,2004
The Punisher,Action,2004
"I, Robot",Action,2004
Howl's Moving Castle,Animation,2004
Spanglish,Comedy,2004
Million Dollar Baby,Drama,2004
Shaun of the Dead,Comedy,2004
The Village,Drama,2004
My Summer of Love,Drama,2004
The Butterfly Effect,Drama,2004
The Day After Tomorrow,Action,2004
Layer Cake,Action,2004
Napoleon Dynamite,Comedy,2004
50 First Dates,Comedy,2004
Man on Fire,Action,2004
Downfall,Biography,2004
13 Going on 30,Comedy,2004
Shrek 2,Animation,2004
Crash,Crime,2004
The Bourne Supremacy,Action,2004
Dawn of the Dead,Action,2004
The Passion of the Christ,Drama,2004
Resident Evil: Apocalypse,Action,2004
Hellboy,Action,2004
Anchorman: The Legend of Ron Burgundy,Comedy,2004
Walking Tall,Action,2004
The Life Aquatic with Steve Zissou,Action,2004
A Series of Unfortunate Events,Adventure,2004
The Machinist,Drama,2004
The Phantom of the Opera,Drama,2004
Closer,Drama,2004
National Treasure,Action,2004
Alexander,Action,2004
The Chronicles of Riddick,Action,2004
9 Songs,Drama,2004
The Manchurian Candidate,Drama,2004
King Arthur,Action,2004
Ocean's Twelve,Crime,2004
Harold & Kumar Go to White Castle,Adventure,2004
Blade: Trinity,Action,2004
Alien vs. Predator,Action,2004
Meet the Fockers,Comedy,2004
Sideways,Comedy,2004
Friday Night Lights,Action,2004
Starsky & Hutch,Comedy,2004
Shark Tale,Animation,2004
Before Sunset,Drama,2004
Ella Enchanted,Comedy,2004
Primer,Drama,2004
A Cinderella Story,Comedy,2004
Along Came Polly,Comedy,2004
Somersault,Drama,2004
The SpongeBob SquarePants Movie,Animation,2004
Scooby-Doo 2: Monsters Unleashed,Adventure,2004
The Ladykillers,Comedy,2004
Hotel Rwanda,Biography,2004
Taking Lives,Crime,2004
Kung Fu Hustle,Action,2004
The Perfect Score,Comedy,2004
Garden State,Comedy,2004
The Princess Diaries 2: Royal Engagement,Comedy,2004
Twisted,Crime,2004
Catwoman,Action,2004
Seed of Chucky,Comedy,2004
2046,Drama,2004
Torque,Action,2004
Ray,Biography,2004
Chasing Liberty,Comedy,2004
Secret Window,Drama,2004
Bride & Prejudice,Comedy,2004
Finding Neverland,Biography,2004
Team America: World Police,Action,2004
Sleepover,Comedy,2004
The Grudge,Horror,2004
Around the World in 80 Days,Action,2004
Wimbledon,Comedy,2004
The Adventures of Sharkboy and Lavagirl 3-D,Action,2004
The Polar Express,Animation,2004
Without a Paddle,Adventure,2004
Miracle,Biography,2004
Mindhunters,Crime,2004
Mysterious Skin,Drama,2004
The Prince and Me,Comedy,2004
Taxi,Action,2004
Wicker Park,Drama,2004
Cellular,Action,2004
Kinsey,Biography,2004
Anacondas: The Hunt for the Blood Orchid,Action,2004
The Heart Is Deceitful Above All Things,Drama,2004
Confessions of a Teenage Drama Queen,Comedy,2004
Raising Helen,Comedy,2004
Fat Albert,Comedy,2004
Sky Captain and the World of Tomorrow,Action,2004
The Final Cut,Drama,2004
The Stepford Wives,Comedy,2004
Shall We Dance,Comedy,2004
House of Flying Daggers,Action,2004
District B13,Action,2004
Dead Man's Shoes,Crime,2004
After the Sunset,Action,2004
A Very Long Engagement,Drama,2004
The Forgotten,Drama,2004
Flight of the Phoenix,Action,2004
Saved!,Comedy,2004
Garfield,Animation,2004
In Good Company,Comedy,2004
First Daughter,Comedy,2004
Jersey Girl,Comedy,2004
The Alamo,Drama,2004
A Love Song for Bobby Long,Drama,2004
Raise Your Voice,Family,2004
Hidalgo,Action,2004
Bridget Jones: The Edge of Reason,Comedy,2004
Mean Creek,Crime,2004
Dirty Dancing: Havana Nights,Drama,2004
D.E.B.S.,Action,2004
The Motorcycle Diaries,Adventure,2004
Club Dread,Comedy,2004
Eros,Drama,2004
Bad Education,Crime,2004
Soul Plane,Comedy,2004
3-Iron,Crime,2004
Thunderbirds,Action,2004
New York Minute,Comedy,2004
Birth,Drama,2004
Vanity Fair,Drama,2004
Exorcist: the Beginning,Horror,2004
A Dirty Shame,Comedy,2004
Swades,Drama,2004
I Heart Huckabees,Comedy,2004
The Sea Inside,Biography,2004
The Door in the Floor,Comedy,2004
The Whole Ten Yards,Comedy,2004
Envy,Comedy,2004
Alfie,Comedy,2004
Superbabies: Baby Geniuses 2,Comedy,2004
Nobody Knows,Drama,2004
Black Friday,Action,2004
Johnson Family Vacation,Comedy,2004
The Chorus,Comedy,2004
The Woodsman,Drama,2004
Three... Extremes,Horror,2004
Spartan,Action,2004
Home on the Range,Animation,2004
Christmas with the Kranks,Comedy,2004
Win a Date with Tad Hamilton!,Comedy,2004
Night Watch,Action,2004
The Merchant of Venice,Drama,2004
Ladder 49,Action,2004
The Libertine,Biography,2004
Ma mère,Drama,2004
You Got Served,Drama,2004
A Good Woman,Drama,2004
Beyond the Sea,Biography,2004
Ladies in Lavender,Drama,2004
Eulogy,Comedy,2004
Before the Fall,Drama,2004
Saving Face,Comedy,2004
The Big Bounce,Comedy,2004
Veer-Zaara,Drama,2004
Little Black Book,Comedy,2004
Laws of Attraction,Comedy,2004
Undertow,Drama,2004
Head in the Clouds,Drama,2004
Maria Full of Grace,Crime,2004
Vera Drake,Crime,2004
Millions,Comedy,2004
It's All Gone Pete Tong,Biography,2004
Catch That Kid,Action,2004
Lakshya,Action,2004
Main Hoon Na,Action,2004
Tae Guk Gi: The Brotherhood of War,Action,2004
Lila dit ça,Crime,2004
Five Times Two,Drama,2004
She Hate Me,Comedy,2004
Mind Game,Animation,2004
As It Is in Heaven,Comedy,2004
Palindromes,Comedy,2004
Dhoom,Action,2004
Welcome to Mooseport,Comedy,2004
Ghost in the Shell 2: Innocence,Animation,2004
Clifford's Really Big Movie,Animation,2004
Summer Storm,Comedy,2004
Melinda and Melinda,Comedy,2004
Harry Potter and the Goblet of Fire,Adventure,2005
The 40-Year-Old Virgin,Comedy,2005
Memoirs of a Geisha,Drama,2005
Pride & Prejudice,Drama,2005
Batman Begins,Action,2005
The Descent,Adventure,2005
Brokeback Mountain,Drama,2005
Sin City,Crime,2005
Charlie and the Chocolate Factory,Adventure,2005
V for Vendetta,Action,2005
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,2005
Wedding Crashers,Comedy,2005
War of the Worlds,Adventure,2005
Kingdom of Heaven,Action,2005
Constantine,Action,2005
Star Wars: Episode III - Revenge of the Sith,Action,2005
King Kong,Action,2005
The Hitchhiker's Guide to the Galaxy,Adventure,2005
Fantastic Four,Action,2005
Green Street Hooligans,Crime,2005
Serenity,Action,2005
Mr. & Mrs. Smith,Action,2005
The Island,Action,2005
Waiting...,Comedy,2005
Match Point,Drama,2005
Hostel,Horror,2005
Sky High,Adventure,2005
Assault on Precinct 13,Action,2005
Madagascar,Animation,2005
Hard Candy,Drama,2005
The Sisterhood of the Traveling Pants,Comedy,2005
The Longest Yard,Comedy,2005
Red Eye,Thriller,2005
House of Wax,Horror,2005
Four Brothers,Action,2005
The Dukes of Hazzard,Comedy,2005
The Interpreter,Crime,2005
Walk the Line,Biography,2005
Lords of Dogtown,Biography,2005
Munich,Action,2005
Kiss Kiss Bang Bang,Comedy,2005
The Constant Gardener,Drama,2005
The Pacifier,Action,2005
A History of Violence,Drama,2005
The Devil's Rejects,Horror,2005
Hitch,Comedy,2005
Mirrormask,Adventure,2005
Rent,Drama,2005
Robots,Animation,2005
Jarhead,Action,2005
Into the Blue,Action,2005
Saw II,Horror,2005
Revolver,Action,2005
Flightplan,Drama,2005
Coach Carter,Biography,2005
Dark Water,Drama,2005
Lord of War,Action,2005
Zathura: A Space Adventure,Action,2005
The Quiet,Crime,2005
The Amityville Horror,Horror,2005
Be Cool,Comedy,2005
Just Friends,Comedy,2005
"Yours, Mine & Ours",Comedy,2005
Cinderella Man,Biography,2005
Nanny McPhee,Comedy,2005
The Brothers Grimm,Action,2005
Sahara,Action,2005
Corpse Bride,Animation,2005
Transporter 2,Action,2005
Two for the Money,Crime,2005
The New World,Biography,2005
Brick,Action,2005
Wolf Creek,Horror,2005
Breakfast on Pluto,Comedy,2005
The Exorcism of Emily Rose,Drama,2005
Elektra,Action,2005
Doom,Action,2005
The Legend of Zorro,Action,2005
Cheaper by the Dozen 2,Adventure,2005
Æon Flux,Action,2005
Son of the Mask,Comedy,2005
Rumor Has It...,Comedy,2005
The Producers,Comedy,2005
The Ringer,Comedy,2005
Kicking & Screaming,Comedy,2005
The Cave,Action,2005
Lady Vengeance,Crime,2005
Broken Flowers,Comedy,2005
Fun with Dick and Jane,Comedy,2005
Imagine Me & You,Comedy,2005
The Family Stone,Comedy,2005
Just Like Heaven,Comedy,2005
Capote,Biography,2005
The Skeleton Key,Drama,2005
The Squid and the Whale,Comedy,2005
Land of the Dead,Horror,2005
Man of the House,Comedy,2005
Elizabethtown,Comedy,2005
Chicken Little,Animation,2005
Monster-in-Law,Comedy,2005
Domino,Action,2005
The Ring Two,Horror,2005
London,Drama,2005
Deuce Bigalow: European Gigolo,Comedy,2005
Harsh Times,Action,2005
Diary of a Mad Black Woman,Comedy,2005
Herbie Fully Loaded,Adventure,2005
Wallace & Gromit: The Curse of the Were-Rabbit,Animation,2005
Casanova,Adventure,2005
The Jacket,Drama,2005
The Wedding Date,Comedy,2005
Thank You for Smoking,Comedy,2005
Hide and Seek,Drama,2005
Cursed,Comedy,2005
Miss Congeniality 2: Armed & Fabulous,Action,2005
Bad News Bears,Comedy,2005
Fever Pitch,Comedy,2005
Kinky Boots,Comedy,2005
xXx: State of the Union,Action,2005
Syriana,Drama,2005
North Country,Drama,2005
Derailed,Crime,2005
Romance & Cigarettes,Comedy,2005
The Perfect Man,Comedy,2005
Unleashed,Action,2005
Hostage,Action,2005
The Greatest Game Ever Played,Biography,2005
Caché (Hidden),Drama,2005
Get Rich or Die Tryin',Biography,2005
Bewitched,Comedy,2005
Hoodwinked,Animation,2005
Adam's Apples,Comedy,2005
BloodRayne,Action,2005
The Three Burials of Melquiades Estrada,Adventure,2005
Feast,Action,2005
Goal! The Dream Begins,Adventure,2005
The Notorious Bettie Page,Biography,2005
Man-Thing,Action,2005
"Good Night, and Good Luck.",Biography,2005
Ice Princess,Comedy,2005
A Lot Like Love,Comedy,2005
Cry Wolf,Drama,2005
The Proposition,Crime,2005
The World's Fastest Indian,Biography,2005
Stealth,Action,2005
Hustle & Flow,Crime,2005
The Matador,Comedy,2005
In Her Shoes,Comedy,2005
The Fog,Horror,2005
Because of Winn-Dixie,Comedy,2005
Where the Truth Lies,Crime,2005
Must Love Dogs,Comedy,2005
Guess Who,Comedy,2005
The Ballad of Jack and Rose,Drama,2005
Stay,Drama,2005
The Great Raid,Action,2005
Venom,Horror,2005
Tideland,Drama,2005
Roll Bounce,Comedy,2005
Alone in the Dark,Action,2005
An American Haunting,Drama,2005
Supercross,Action,2005
Oliver Twist,Crime,2005
White Noise,Drama,2005
Are We There Yet?,Adventure,2005
The Protector,Action,2005
Proof,Drama,2005
Last Days,Drama,2005
Racing Stripes,Adventure,2005
A Sound of Thunder,Action,2005
The Weather Man,Comedy,2005
Keeping Mum,Comedy,2005
Angel-A,Comedy,2005
An Unfinished Life,Drama,2005
Boogeyman,Drama,2005
Fierce People,Drama,2005
Asylum,Drama,2005
Me and You and Everyone We Know,Comedy,2005
Transamerica,Adventure,2005
The Lost City,Drama,2005
Beauty Shop,Comedy,2005
The Upside of Anger,Comedy,2005
The Chumscrubber,Comedy,2005
The Man,Action,2005
Valiant,Animation,2005
Prime,Comedy,2005
Manderlay,Drama,2005
Junebug,Comedy,2005
Dominion,Drama,2005
Battle in Heaven,Crime,2005
Little Manhattan,Comedy,2005
Dreamer,Drama,2005
Black,Drama,2005
Factotum,Comedy,2005
Beowulf & Grendel,Action,2005
Joyeux Noel,Drama,2005
Dirty Love,Comedy,2005
Everything Is Illuminated,Comedy,2005
Thumbsucker,Comedy,2005
Rebound,Comedy,2005
The Departed,Crime,2006
The Fast and the Furious: Tokyo Drift,Action,2006
Talladega Nights: the Ballad of Ricky Bobby,Comedy,2006
The Prestige,Drama,2006
Cars,Animation,2006
300,Action,2006
The Devil Wears Prada,Comedy,2006
Casino Royale,Action,2006
Pan's Labyrinth,Drama,2006
Pirates of the Caribbean: Dead Man's Chest,Action,2006
Idiocracy,Adventure,2006
Apocalypto,Action,2006
She's the Man,Comedy,2006
Little Children,Drama,2006
Children of Men,Adventure,2006
The Da Vinci Code,Mystery,2006
The Pursuit of Happyness,Biography,2006
Little Miss Sunshine,Comedy,2006
The Last King of Scotland,Biography,2006
Blood Diamond,Adventure,2006
The Lives of Others,Drama,2006
Night at the Museum,Adventure,2006
Mission: Impossible III,Action,2006
Marie Antoinette,Biography,2006
Inside Man,Crime,2006
Running Scared,Action,2006
Accepted,Comedy,2006
Superman Returns,Action,2006
Slither,Comedy,2006
Nacho Libre,Comedy,2006
The Covenant,Action,2006
The Hills Have Eyes,Horror,2006
The Fountain,Drama,2006
X-Men: the Last Stand,Action,2006
Underworld: Evolution,Action,2006
Click,Comedy,2006
The Holiday,Comedy,2006
Silent Hill,Horror,2006
Basic Instinct 2,Drama,2006
The Black Dahlia,Crime,2006
